Fiscal Year,Region,Country,Project ID,Project Name,URL,TTL,Lending Instrument,Sector Board,Product Line,IDA Education Commitments (US$M),IBRD Education Commitments (US$M),Other Financing for Education,Total Commitments for Education (US$M),Education as % of Total Commitment
FY14,East Asia & Pacific,Lao People's Democratic Republic,P145544,Early Childhood Education Project,http://www.worldbank.org/projects/P145544?lang=en,"Cerdan-Infantes,Pedro",IPF,Education,IBRD/IDA,28,0,0,28,100%
FY14,East Asia & Pacific,Lao People's Democratic Republic,P148755,Technical Assistance For Capacity Building In The Hydropower And Mining Sector - Additional Financing,http://www.worldbank.org/projects/P148755?lang=en,"Southivong,Sombath",IPF,Energy & Extractives,IBRD/IDA,1.07,0,0,1.07,6%
FY14,East Asia & Pacific,Mongolia,P148110,Education Quality Reform Project,http://www.worldbank.org/projects/P148110?lang=en,"Tandon,Prateek",IPF,Education,IBRD/IDA,30,0,0,30,100%
FY14,East Asia & Pacific,Myanmar,P146332,Decentralizing Funding To Schools,http://www.worldbank.org/projects/P146332?lang=en,"Stevens,James A.",IPF,Education,IBRD/IDA,48,0,0,48,60%
FY14,East Asia & Pacific,Papua New Guinea,P126157,Rural Service Delivery And Local Governance Preparation And Pilot,http://www.worldbank.org/projects/P126157?lang=en,"Johnson,Erik Caldwell",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",Recipient Executed Activities,0,0,0.53,0.53,10%
FY14,East Asia & Pacific,Philippines,P118904,"Learning, Equity And Accountability Program Support Project",http://www.worldbank.org/projects/P118904?lang=en,"Perez,Lynnette Dela Cruz",IPF,Education,IBRD/IDA,0,300,0,300,100%
FY14,East Asia & Pacific,Philippines,P127741,National Community Driven Development Program,http://www.worldbank.org/projects/P127741?lang=en,"Fernandes,Patricia Maria",IPF,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,0,76.64,0,76.64,16%
FY14,East Asia & Pacific,Philippines,P147008,Multi Donor Facility - Mindanao Reconstruction & Development,http://www.worldbank.org/projects/P147008?lang=en,"Stephens,Matthew James Keir",IPF,Agriculture,Recipient Executed Activities,0,0,4,0.4,6%
FY14,East Asia & Pacific,Philippines,P148862,Post Typhoon Recovery Loan,http://www.worldbank.org/projects/P148862?lang=en,"van den Brink,Rogier J. E.",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,0,70,0,70,14%
FY14,East Asia & Pacific,Tuvalu,P145488,Development Policy Operation,http://www.worldbank.org/projects/P145488?lang=en,"Pan,Lucy",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,0.6,0,0,0.6,20%
FY14,East Asia & Pacific,Vietnam,P131825,Health Professionals Education And Training For Health Systeem Reforms,http://www.worldbank.org/projects/P131825?lang=en,"Marzoeki,Puti",IPF,"Health, Nutrition & Population",IBRD/IDA,61.48,0,0,61.48,58%
FY14,Europe & Central Asia,Armenia,P130182,Education Improvement Project,http://www.worldbank.org/projects/P130182?lang=en,"Kutateladze,Nino",IPF,Education,IBRD/IDA,15,15,0,30,100%
FY14,Europe & Central Asia,Croatia,P127665,Second Economic Recovery Development Policy Loan,http://www.worldbank.org/projects/P127665?lang=en,"Madzarevic-Sujster,Sanja",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,0,20.68,0,20.68,10%
FY14,Europe & Central Asia,Georgia,P146890,Competitiveness And Growth Development Policy Operation (DPO) 3,http://www.worldbank.org/projects/P146890?lang=en,"Prasad,Mona",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,6.81,21,0,27.81,30%
FY14,Europe & Central Asia,Kazakhstan,P127966,Youth Corps Program,http://www.worldbank.org/projects/P127966?lang=en,"Inoue,Keiko",IPF,Education,Recipient Executed Activities,0,0,21.76,21.76,100%
FY14,Europe & Central Asia,Kosovo,P150079,Youth Development Project Additional Financing,http://www.worldbank.org/projects/P150079?lang=en,"Ibragimova,Lola",IPF,"Social, Urban, Rural and Resilience Global Practice",Recipient Executed Activities,0,0,1,1,50%
FY14,Europe & Central Asia,Kyrgyz Republic,P132490,Global Partnership For Education (GPE) - 3,http://www.worldbank.org/projects/P132490?lang=en,"Hou,Dingyong",IPF,Education,Recipient Executed Activities,0,0,12.7,12.7,100%
FY14,Europe & Central Asia,"Macedonia, former Yugoslav Republic of",P128378,Skills Development & Innovation Support,http://www.worldbank.org/projects/P128378?lang=en,"Naceva,Bojana",IPF,Education,IBRD/IDA,0,24,0,24,100%
FY14,Europe & Central Asia,Moldova,P147607,Empowered Citizens Enhancing Accountability Of Edu Reform And Quality,http://www.worldbank.org/projects/P147607?lang=en,"Olefir,Anna",IPF,Education,Recipient Executed Activities,0,0,0.42,0.42,60%
FY14,Europe & Central Asia,Serbia,P145231,"Serbia Research, Innovation and Technology Transfer Project",http://www.worldbank.org/projects/P145231?lang=en,"Kapil,Natasha",Technical Assistance Loan,Recipient Executed Activities,Trade & Competitiveness,0,0,1.21,1.21,40%
FY14,Europe & Central Asia,Tajikistan,P131441,Global Partnership For Education (GPE)-4,http://www.worldbank.org/projects/P131441?lang=en,"Bazarova,Saodat",Specific Investment Loan,Education,Recipient Executed Activities,0,0,16.2,16.2,100%
FY14,Latin America & Caribbean,Bolivia,P143995,Improving Employability And Labor Income Of Youth Project,http://www.worldbank.org/projects/P143995?lang=en,"Blanco,Gaston Mariano",IPF,Social Protection & Labor,IBRD/IDA,4,0,0,4,20%
FY14,Latin America & Caribbean,Brazil,P126735,Strengthening Public Management And Integrated Territorial Development,http://www.worldbank.org/projects/P126735?lang=en,"Leitmann,Josef Lloyd",IPF,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,0,5.76,0,5.76,12%
FY14,Latin America & Caribbean,Brazil,P127463,"Strengthening Service Delivery For Growth, Poverty Reduction and Environmental Sustainability in the State of Ceará ",http://www.worldbank.org/projects/P127463?lang=en,"Kenyon,Thomas",P4R,Trade & Competitiveness,IBRD/IDA,0,70,0,70,20%
FY14,Latin America & Caribbean,Brazil,P147913,Acre: Strengthening Public Policies Development Policy Loan,http://www.worldbank.org/projects/P147913?lang=en,"Vinuela,Lorena",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,0,42.5,0,42.5,17%
FY14,Latin America & Caribbean,Colombia,P145782,Access With Quality To Higher Education Project-Acces II -SOP Phase 2,http://www.worldbank.org/projects/P145782?lang=en,"Entwistle,Janet K.",IPF,Education,IBRD/IDA,0,200,0,200,100%
FY14,Latin America & Caribbean,Guyana,P147924,Secondary Education Improvement,http://www.worldbank.org/projects/P147924?lang=en,"Yang,Hongyu",IPF,Education,IBRD/IDA,10,0,0,10,100%
FY14,Latin America & Caribbean,Haiti,P147166,Grant For Strengthening Governance In Education And Water Sectors,http://www.worldbank.org/projects/P147166?lang=en,"Jadotte,Evans",Development Policy Lending,Macro Economics & Fiscal Management,Recipient Executed Activities,0,0,8.79,8.79,50%
FY14,Latin America & Caribbean,Haiti,P147608,Haiti Education for All Project Phase II - Additional Financing,http://www.worldbank.org/projects/P147608?lang=en,"Baron,Juan",IPF,IBRD/IDA,Education,0,0,14.75,14.75,100%
FY14,Latin America & Caribbean,Haiti,P149116,Urban Community Driven Development Project - Additional Financing,http://www.worldbank.org/projects/P149116?lang=en,"Alwahti,Ali",IPF,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,0.75,0,0,0.75,10%
FY14,Latin America & Caribbean,Jamaica,P147074,Early Childhood Development Project,http://www.worldbank.org/projects/P147074?lang=en,"Nannyonjo,Harriet",IPF,Education,IBRD/IDA,0,12,0,12,100%
FY14,Latin America & Caribbean,Mexico,P147244,Third Upper Secondary Education Development Policy Loan,http://www.worldbank.org/projects/P147244?lang=en,"Holland,Peter Anthony",Development Policy Lending,Education,IBRD/IDA,0,300.75,0,300.75,100%
FY14,Latin America & Caribbean,Panama,P146942,Third Programmatic Development Policy,http://www.worldbank.org/projects/P146942?lang=en,"Koehler-Geib,Friederike N.",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,0,28,0,28,14%
FY14,Middle East & North Africa,Djibouti,P145323,Access To Quality Education Project,http://www.worldbank.org/projects/P145323?lang=en,"Yarrow,Noah Bunce",Specific Investment Loan,Education,Recipient Executed Activities,0,0,3.8,3.8,100%
FY14,Middle East & North Africa,Jordan,P145241,Jordan Support Building Active Labor Market Program,http://www.worldbank.org/projects/P145241?lang=en,"Razmara,Setareh",Technical Assistance Loan,Social Protection & Labor,Recipient Executed Activities,0,0,2.38,2.38,50%
FY14,South Asia,Afghanistan,P146015,Non-Formal Approach To Training Education And Jobs In Afghanistan Project,http://www.worldbank.org/projects/P146015?lang=en,"Sarr,Leopold Remi",IPF,Education,Recipient Executed Activities,0,0,15,15,100%
FY14,South Asia,Bangladesh,P145118,Additional Financing: Skills And Training Enhancement Project,http://www.worldbank.org/projects/P145118?lang=en,"Rahman,Md. Mokhlesur",Specific Investment Loan,Education,Recipient Executed Activities,0,0,16.71,16.71,100%
FY14,South Asia,Bangladesh,P145749,Higher Education Quality Enhancement Project - Additional Financing,http://www.worldbank.org/projects/P145749?lang=en,"Nagashima,Yoko",IPF,Education,IBRD/IDA,125,0,0,125,100%
FY14,South Asia,Bangladesh,P146255,Secondary Education Quality And Access Enhancement Project - Additional Financing,http://www.worldbank.org/projects/P146255?lang=en,"Parajuli,Dilip",IPF,Education,IBRD/IDA,235.85,0,0,235.85,89%
FY14,South Asia,India,P144447,Elementary Education III,http://www.worldbank.org/projects/P144447?lang=en,"Sinha,Shabnam",IPF,Education,IBRD/IDA,1006.2,0,0,1006.2,100%
FY14,South Asia,Nepal,P145736,Adolescent Girls Employment Initiative Ii,http://www.worldbank.org/projects/P145736?lang=en,"Rajbhandary,Jasmine",IPF,Social Protection & Labor,Recipient Executed Activities,0,0,0.64,0.64,100%
FY14,South Asia,Sri Lanka,P132698,Skills Development Project,http://www.worldbank.org/projects/P132698?lang=en,"Dundar,Halil",IPF,Education,IBRD/IDA,101.5,0,0,101.5,100%
FY13,Africa,Burkina Faso,P130735,Youth Employment & Skills Development,http://www.worldbank.org/projects/P130735?lang=en,"Kamil,Hamoud Abdel Wedoud",IPF,Social Protection & Labor,IBRD/IDA,20,0,0,20,40%
FY13,Africa,Burkina Faso,P131061,International Institute For Water And Environmental Engineering Additional Funding,http://www.worldbank.org/projects/P131061?lang=en,"Ouedraogo,Adama",Specific Investment Loan,Education,IBRD/IDA,10,0,0,10,100%
FY13,Africa,Chad,P132617,Education Sector Reform Project Phase 2,http://www.worldbank.org/projects/P132617?lang=en,"Cloutier,Marie-Helene",IPF,Education,IBRD/IDA,15,0,0,15,100%
FY13,Africa,Comoros,P133755,Comoros Emergency Response Project - Additional Financing,http://www.worldbank.org/projects/P133755?lang=en,"El-Rashidi,Randa G.",Emergency Recovery Loan,Social Protection & Labor,IBRD/IDA,0.54,0,0,0.54,18%
FY13,Africa,"Congo, Democratic Republic of",P129713,Urban Development Project,http://www.worldbank.org/projects/P129713?lang=en,"Diop,Mahine",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,8,0,0,8,8%
FY13,Africa,"Congo, Democratic Republic of",P131120,Support To Basic Education Program,http://www.worldbank.org/projects/P131120?lang=en,"Pham,Dung-Kim",Specific Investment Loan,Education,Recipient Executed Activities,0,0,100,100,100%
FY13,Africa,Cote d'Ivoire,P145750,"Social Inclusion And Improvement Of Livelihoods Of Youth, Vulnerable Women and Handicapped in Post Conflict Western Cote d’Ivoire",http://www.worldbank.org/projects/P145750/social-inclusion-improvement-livelihoods-youth-vulnerable-women-handicapped-post-conflict-western-cote-d’ivoire?lang=en,"Janus,Steffen Soulejman",IPF,"Social, Urban, Rural and Resilience Global Practice",Recipient Executed Activities,0,0,2.16,2.16,80%
FY13,Africa,Ethiopia,P128891,Promoting Basic Services Program Phase III Project,http://www.worldbank.org/projects/P128891?lang=en,"Khan,Qaiser M.",Sector Investment and Maintenance Loan,Social Protection & Labor,IBRD/IDA,318,0,0,318,53%
FY13,Africa,Ghana,P129381,Partnership For Education,http://www.worldbank.org/projects/P129381?lang=en,"Mikesell,Deborah Newitter",Specific Investment Loan,Education,Recipient Executed Activities,0,0,75.5,75.5,100%
FY13,Africa,Guinea,P129210,Development Of Inclusive Education In Guinea,http://www.worldbank.org/projects/P129210?lang=en,"Lahire,Nathalie",Specific Investment Loan,Education,Recipient Executed Activities,0,0,2.86,2.86,100%
FY13,Africa,Liberia,P128909,Health Systems Strengthening,http://www.worldbank.org/projects/P128909?lang=en,"Mohammed-Roberts,Rianna L.",Specific Investment Loan,"Health, Nutrition & Population",IBRD/IDA,2.1,0,0,2.1,21%
FY13,Africa,Madagascar,P131945,"Emergency Support To Critical Education, Health And Nutrition Services Project",http://www.worldbank.org/projects/P131945?lang=en,"Qamruddin,Jumana N.",Emergency Recovery Loan,Education,IBRD/IDA,26,0,0,26,40%
FY13,Africa,Madagascar,P132101,Emergency Infrastructure Preservation & Vulnerability Reduction Project,http://www.worldbank.org/projects/P132101?lang=en,"Rabefaniraka,Noroarisoa",Emergency Recovery Loan,Transport & ICT,IBRD/IDA,3.06,0,0,3.06,3%
FY13,Africa,Malawi,P131648,Second Additional Financing For The Third Social Action Fund,http://www.worldbank.org/projects/P131648?lang=en,"Manjolo,Ida",Adaptable Program Loan,Social Protection & Labor,IBRD/IDA,1,0,0,1,2%
FY13,Africa,Mauritius,P128140,Second Public Sector Performance - Development Policy Loan,http://www.worldbank.org/projects/P128140?lang=en,"Munoz Moreno,Rafael",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,0,2.4,0,2.4,12%
FY13,Africa,Niger,P126049,Skills Development For Growth Project,http://www.worldbank.org/projects/P126049?lang=en,"Ouedraogo,Adama",Specific Investment Loan,Education,IBRD/IDA,18.9,0,0,18.9,63%
FY13,Africa,Niger,P132757,Second Shared Growth Credit,http://www.worldbank.org/projects/P132757?lang=en,"Herderschee,Johannes",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,6,0,0,6,12%
FY13,Africa,Nigeria,P122124,State Education Program Investment Project,http://www.worldbank.org/projects/P122124?lang=en,"Appasamy,Irajen",Specific Investment Loan,Education,IBRD/IDA,150,0,0,150,100%
FY13,Africa,Nigeria,P126964,Youth Employment & Social Support Operation,http://www.worldbank.org/projects/P126964?lang=en,"Okunmadewa,Foluso",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,15,0,0,15,5%
FY13,Africa,Senegal,P128284,First Governance And Growth Support Project,http://www.worldbank.org/projects/P128284?lang=en,"English,E. Philip",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,15.4,0,0,15.4,28%
FY13,Africa,Senegal,P133333,Quality And Equity Of Basic Education,http://www.worldbank.org/projects/P133333?lang=en,"Mulatu,Meskerem",Specific Investment Loan,Education,IBRD/IDA,20,0,0,20,100%
FY13,Africa,Sudan,P128644,Basic Education Recovery Project,http://www.worldbank.org/projects/P128644?lang=en,"Naudeau,Sophie",Emergency Recovery Loan,Education,Recipient Executed Activities,0,0,76.5,76.5,100%
FY13,Africa,Sudan,P131640,Sustainable Livelihoods For Displaced And Vulnerable Communities In Eastern Sudan,http://www.worldbank.org/projects/P131640?lang=en,"Fraiji,Abderrahim",Emergency Recovery Loan,"Social, Urban, Rural and Resilience Global Practice",Recipient Executed Activities,0,0,0.62,0.62,20%
FY13,East Asia & Pacific,China,P117596,Guangdong Social Security Integration And Rural Worker Training,http://www.worldbank.org/projects/P117596?lang=en,"Sun,Changqing",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,0,34.4,0,34.4,43%
FY13,East Asia & Pacific,Indonesia,P121842,Research And Innovation In Science And Technology Project,http://www.worldbank.org/projects/P121842?lang=en,"Kesuma,Ratna",Specific Investment Loan,Education,IBRD/IDA,0,95,0,95,100%
FY13,East Asia & Pacific,Indonesia,P128832,National Program For Community Empowerment In Rural Area (PNPM RURAL 2012-2015),http://www.worldbank.org/projects/P128832?lang=en,"Woo,Sonya",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,0,97.5,0,97.5,15%
FY13,East Asia & Pacific,Indonesia,P131387,Barefoot Engineers III,http://www.worldbank.org/projects/P131387?lang=en,"Woo,Sonya",Technical Assistance Loan,"Social, Urban, Rural and Resilience Global Practice",Recipient Executed Activities,0,0,4.15,4.15,100%
FY13,East Asia & Pacific,Indonesia,P132585,National Program For Community Empowerment In Rural Areas Healthy and Bright Generation (PNPM GENERASI),http://www.worldbank.org/projects/P132585?lang=en,"Wrobel,Robert",Technical Assistance Loan,"Social, Urban, Rural and Resilience Global Practice",Recipient Executed Activities,0,0,9.51,9.51,30%
FY13,East Asia & Pacific,Indonesia,P132831,PNPM Creative Communities II,http://www.worldbank.org/projects/P132831?lang=en,"Hayward,Natasha",Technical Assistance Loan,"Social, Urban, Rural and Resilience Global Practice",Recipient Executed Activities,0,0,0.88,0.88,100%
FY13,East Asia & Pacific,Lao People's Democratic Republic,P125298,Eight Poverty Reduction Support,http://www.worldbank.org/projects/P125298?lang=en,"Boyreau,Genevieve F.",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,2.8,0,0,2.8,14%
FY13,East Asia & Pacific,Myanmar,P132500,National Community Driven Development Project,http://www.worldbank.org/projects/P132500?lang=en,"Wiederhofer,Ingo",Emergency Recovery Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,12,0,0,12,15%
FY13,East Asia & Pacific,Myanmar,P133706,Reengagement And Reform Support Program,http://www.worldbank.org/projects/P133706?lang=en,"Nthara,Khwima Lawrence",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,30.8,0,0,30.8,7%
FY13,East Asia & Pacific,Philippines,P122702,Social Welfare And Development Reform Project Additional Financing,http://www.worldbank.org/projects/P122702?lang=en,"Posarac,Aleksandra",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,0,24,0,24,24%
